Cluster ID,Cluster Name,Year,Count
4,Mechanical_Drive_Systems,2003,70070
4,Mechanical_Drive_Systems,2004,84592
4,Mechanical_Drive_Systems,2005,90744
4,Mechanical_Drive_Systems,2006,99703
4,Mechanical_Drive_Systems,2007,112376
4,Mechanical_Drive_Systems,2008,130816
4,Mechanical_Drive_Systems,2009,146694
4,Mechanical_Drive_Systems,2010,160035
4,Mechanical_Drive_Systems,2011,169421
4,Mechanical_Drive_Systems,2012,205057
4,Mechanical_Drive_Systems,2013,225781
4,Mechanical_Drive_Systems,2014,230248
4,Mechanical_Drive_Systems,2015,255678
4,Mechanical_Drive_Systems,2016,256282
4,Mechanical_Drive_Systems,2017,288600
4,Mechanical_Drive_Systems,2018,329942
4,Mechanical_Drive_Systems,2019,375639
4,Mechanical_Drive_Systems,2020,406450
4,Mechanical_Drive_Systems,2021,438363
4,Mechanical_Drive_Systems,2022,443835
4,Mechanical_Drive_Systems,2023,411315
4,Mechanical_Drive_Systems,2024,435609
4,Mechanical_Drive_Systems,2025,116920
5,Conceptual_and_Investigative_Methods,1897,18
5,Conceptual_and_Investigative_Methods,1898,69
5,Conceptual_and_Investigative_Methods,1899,89
5,Conceptual_and_Investigative_Methods,1900,76
5,Conceptual_and_Investigative_Methods,1901,75
5,Conceptual_and_Investigative_Methods,1902,102
5,Conceptual_and_Investigative_Methods,1903,125
5,Conceptual_and_Investigative_Methods,1904,100
5,Conceptual_and_Investigative_Methods,1905,84
5,Conceptual_and_Investigative_Methods,1906,96
5,Conceptual_and_Investigative_Methods,1907,71
5,Conceptual_and_Investigative_Methods,1908,52
5,Conceptual_and_Investigative_Methods,1909,48
5,Conceptual_and_Investigative_Methods,1910,50
5,Conceptual_and_Investigative_Methods,1911,35
5,Conceptual_and_Investigative_Methods,1912,54
5,Conceptual_and_Investigative_Methods,1913,43
5,Conceptual_and_Investigative_Methods,1914,40
5,Conceptual_and_Investigative_Methods,1915,39
5,Conceptual_and_Investigative_Methods,1916,19
5,Conceptual_and_Investigative_Methods,1917,31
5,Conceptual_and_Investigative_Methods,1918,15
5,Conceptual_and_Investigative_Methods,1919,29
5,Conceptual_and_Investigative_Methods,1920,42
5,Conceptual_and_Investigative_Methods,1921,62
5,Conceptual_and_Investigative_Methods,1922,50
5,Conceptual_and_Investigative_Methods,1923,67
5,Conceptual_and_Investigative_Methods,1924,70
5,Conceptual_and_Investigative_Methods,1925,77
5,Conceptual_and_Investigative_Methods,1926,68
5,Conceptual_and_Investigative_Methods,1927,60
5,Conceptual_and_Investigative_Methods,1928,91
5,Conceptual_and_Investigative_Methods,1929,99
5,Conceptual_and_Investigative_Methods,1930,75
5,Conceptual_and_Investigative_Methods,1931,96
5,Conceptual_and_Investigative_Methods,1932,102
5,Conceptual_and_Investigative_Methods,1933,111
5,Conceptual_and_Investigative_Methods,1934,128
5,Conceptual_and_Investigative_Methods,1935,110
5,Conceptual_and_Investigative_Methods,1936,107
5,Conceptual_and_Investigative_Methods,1937,104
5,Conceptual_and_Investigative_Methods,1938,91
5,Conceptual_and_Investigative_Methods,1939,86
